priority,barcode,product,odoo_category,shopify_state,days_since_first_stocked,in_store_rev_30d_EGP,in_store_gp_30d_EGP,units_30d,stock_on_hand,stock_at_cost_EGP,wave
2034,2041095125099,LA:315LA Pacifier Stick,Baby Essentials (Consignment),NOT_IN_SHOPIFY,195,3100,528,1,0,0,"Wave 4 — needs reorder, older range"
2035,6937645545853,4585   BLOCKS/738PCS  COGO,Toys (Consignment),ACTIVE_UNPUBLISHED,655,2980,528,2,0,0,"Wave 4 — needs reorder, older range"
2036,1034021359099,Thank You Cards,Party,NOT_IN_SHOPIFY,751,350,132,10,131,2292,"Wave 2 — in stock, existing range"
2037,205669276706M, 917 Unisex Short,Clothing,ACTIVE_UNPUBLISHED,525,1176,132,3,6,1800,"Wave 2 — in stock, existing range"
2038,1065975568099,"CPSPNS635 Banana Cup Set 3-Piece 200ml - Purple, Navy & Pistachio",Various,ACTIVE_UNPUBLISHED,286,540,132,4,1,86,"Wave 2 — in stock, existing range"
2039,2056697120010,23968 Boys Outfit Set,Clothing,ACTIVE_UNPUBLISHED,75,1080,97,1,6,5100,"Wave 1 — in stock, new arrival"
2040,2073812232099,ZL8290BX-ساعة يد (موسيقى - أضواء - أصوات),Toys (Consignment),ACTIVE_UNPUBLISHED,27,1771,389,9,0,0,"Wave 3 — needs reorder, new range"
2041,4000191488099,Hair Accessories - Rabbit,Various,NOT_IN_SHOPIFY,169,260,131,2,1,48,"Wave 2 — in stock, existing range"
2042,4000190269099,7 Hair Clip - H-K,Clothing,NOT_IN_SHOPIFY,377,220,131,4,7,108,"Wave 2 — in stock, existing range"
2043,1052864524099,401 Lunch Bag + Pencil Case - Fuchsia - P-R,School,ACTIVE_UNPUBLISHED,400,3743,523,4,0,0,"Wave 4 — needs reorder, older range"
2044,205669276809M, 917 Unisex Short,Clothing,ACTIVE_UNPUBLISHED,525,833,131,2,2,600,"Wave 2 — in stock, existing range"
2045,2073870537099,YL009-2 خزينة اليكترونية لبنك الطفل,Various (Consignment),NOT_IN_SHOPIFY,169,575,131,1,5,1869,"Wave 2 — in stock, existing range"
2046,2168873000003,7159-1 Doll Head with Accessories,Toys (Consignment),ACTIVE_UNPUBLISHED,218,2300,523,2,0,0,"Wave 4 — needs reorder, older range"
2047,1052864517099,401 Lunch Bag + Pencil Case - Black - Black Panther,School,NOT_IN_SHOPIFY,400,2955,522,3,0,0,"Wave 4 — needs reorder, older range"
2048,4000191272099,c150 Hair Clip Navy Mini,Various,ACTIVE_UNPUBLISHED,253,240,131,5,18,288,"Wave 2 — in stock, existing range"
2049,4001513138099,[4001513138099] Kids Girls Character Necklace,Various,NOT_IN_SHOPIFY,215,240,131,2,1,40,"Wave 2 — in stock, existing range"
2050,4000191289099,118 Hair Elastics Box,Various,NOT_IN_SHOPIFY,253,240,131,2,3,120,"Wave 2 — in stock, existing range"
2051,1052883585099,2992-16.5-inch Trolley bag - Purple/Purple - Unicorn,School,ACTIVE_UNPUBLISHED,20,2185,387,1,0,0,"Wave 3 — needs reorder, new range"
2052,1052883578099,2992-16.5-inch Trolley bag - Black - Astronaut,School,ACTIVE_UNPUBLISHED,20,2185,387,1,0,0,"Wave 3 — needs reorder, new range"
2053,1052883574099,2992-16.5-inch Trolley bag - Purple - Lol,School,ACTIVE_UNPUBLISHED,20,2185,387,1,0,0,"Wave 3 — needs reorder, new range"
2054,1052883579099,2992-16.5-inch Trolley bag - Turquoise/Navy - Team Player,School,ACTIVE_UNPUBLISHED,20,2185,387,1,0,0,"Wave 3 — needs reorder, new range"
2055,1052883575099,2992-16.5-inch Trolley bag - Turquoise/Navy - T-S,School,ACTIVE_UNPUBLISHED,20,2185,387,1,0,0,"Wave 3 — needs reorder, new range"
2056,6622157571604,[6622157571604] Lego Bella Elvis 446 Pieces Building Blocks 10503,Toys (Consignment),NOT_IN_SHOPIFY,752,1880,521,1,0,0,"Wave 4 — needs reorder, older range"
2057,2056652512012,Yellow Checkered Sleeveless Dress,Clothing,ACTIVE_UNPUBLISHED,756,569,130,1,6,2214,"Wave 2 — in stock, existing range"
2058,1052564764001,100101032 Swimsuit Overall,Clothing,NOT_IN_SHOPIFY,498,450,130,1,7,1855,"Wave 2 — in stock, existing range"
2059,1052564770012,100101032 Swimsuit Overall,Clothing,NOT_IN_SHOPIFY,498,450,130,1,4,1060,"Wave 2 — in stock, existing range"
2060,4894680051164,ZUR-PET-9568-ZURU - Pets Alive - Smitten Kittens Interactive Plush Series 2,Toys,ACTIVE_UNPUBLISHED,109,1250,384,1,0,0,"Wave 3 — needs reorder, new range"
2061,1043652473099,1447 Bow Hair Tie - Multicolor,Various,NOT_IN_SHOPIFY,163,284,129,5,6,144,"Wave 2 — in stock, existing range"
2062,4000113153099,685-Pink crossbody bag,Various,NOT_IN_SHOPIFY,69,800,382,2,0,0,"Wave 3 — needs reorder, new range"
2063,4000191246099,464 Hair Clip Frozen,Various,NOT_IN_SHOPIFY,253,247,129,4,6,132,"Wave 2 — in stock, existing range"
2064,1071483427099,[10714-D5040] D5040 Gift Bag Under Jumbo D/N,Various,NOT_IN_SHOPIFY,166,420,128,6,39,1560,"Wave 2 — in stock, existing range"
2065,4000134996099,Padded Headband Hair Accessory - 1003,Various,ACTIVE_UNPUBLISHED,463,225,128,3,3,69,"Wave 2 — in stock, existing range"
2066,4001272955099,2088-42 مسدس بابلز بطارية بينك,Toys,ACTIVE_UNPUBLISHED,104,325,95,1,3,570,"Wave 1 — in stock, new arrival"
2067,1043615633099,1576 Hair Clip,Various,NOT_IN_SHOPIFY,113,200,95,2,5,200,"Wave 1 — in stock, new arrival"
2068,1060134679099,براية اشكال  626B,School,ACTIVE_UNPUBLISHED,83,1077,380,19,-1,-30,"Wave 3 — needs reorder, new range"
2069,6222360266111,6611A-سيارة تسلا بريموت بالشاحن,Toys (Consignment),ACTIVE_UNPUBLISHED,126,2250,511,1,0,0,"Wave 4 — needs reorder, older range"
2070,1053874270099,290 Necklace Set Small Rose,Various,NOT_IN_SHOPIFY,223,305,128,1,5,700,"Wave 2 — in stock, existing range"
2071,1003978533014,110200 Boxer,Clothing,NOT_IN_SHOPIFY,181,566,127,3,8,1106,"Wave 2 — in stock, existing range"
2072,4001583979099,200 استك شعر بناتي ,Clothing,NOT_IN_SHOPIFY,134,225,127,5,24,336,"Wave 2 — in stock, existing range"
2073,1043615654099,1584 Qafash,Various,NOT_IN_SHOPIFY,113,180,94,4,6,96,"Wave 1 — in stock, new arrival"
2074,1050495748099,xb613 اسکوتر ارنوبه بينك,Toys,ACTIVE_UNPUBLISHED,15,1425,375,1,0,0,"Wave 3 — needs reorder, new range"
2075,000228170006,22817- Socks ,Clothing (Consignment),NOT_IN_SHOPIFY,391,584,126,6,43,2767,"Wave 2 — in stock, existing range"
2076,1069746887099,[1069746887099] Kids Large Beaded Shapes Bag,Various,ACTIVE_UNPUBLISHED,632,270,126,1,3,332,"Wave 2 — in stock, existing range"
2077,4000157024099,C648-كيس استك ابيض,School,NOT_IN_SHOPIFY,36,664,374,19,0,0,"Wave 3 — needs reorder, new range"
2078,1071490417099,لوحه خشبيه تعليميه حروف وكلمات انجليزي,Toys,ACTIVE_UNPUBLISHED,4,312,93,4,26,1170,"Wave 1 — in stock, new arrival"
2079,2024030300181,[10331-SY1074-15] SY1074-15 Kids Swimming Board C-R,Summer (Consignment),ACTIVE_UNPUBLISHED,435,598,126,2,2,399,"Wave 2 — in stock, existing range"
2080,1071402167099,[10714-6734-2] Sonic the Hedgehog Sonic Plush Figure - Blue (Medium),Various,ACTIVE_UNPUBLISHED,200,1600,503,4,0,0,"Wave 4 — needs reorder, older range"
2081,4000785692099,19952-2 اسكوتر كرسي STITCH لبني موسيقى ونور,Toys,NOT_IN_SHOPIFY,60,1200,373,1,0,0,"Wave 3 — needs reorder, new range"
2082,6920241280075,10602/plastic Building Block 120PCS,Toys (Consignment),ACTIVE_UNPUBLISHED,528,2388,503,1,0,0,"Wave 4 — needs reorder, older range"
2083,6932995480151,8015-175514-MAGIC SAND CASTLE WORLD,Toys (Consignment),ACTIVE_UNPUBLISHED,166,2385,502,3,0,0,"Wave 4 — needs reorder, older range"
2084,4000175977099,283 Hair Clip Jeans,Clothing,NOT_IN_SHOPIFY,183,234,125,4,12,240,"Wave 2 — in stock, existing range"
2085,1071496585099,6740 S-Pمجسم قطيفة 50سم,Toys,ACTIVE_UNPUBLISHED,63,1088,369,3,0,0,"Wave 3 — needs reorder, new range"
2086,1071854789012,8004  Girls' Flowers Print Short-Sleeve Pajama Set -Olive Green,Clothing,NOT_IN_SHOPIFY,102,412,92,1,33,8877,"Wave 1 — in stock, new arrival"
2087,1071725481099,Maltose - Slow Rising - Rebound Sugar Ice Cube Bubbles Shining Mixed color CDU 12PCS,Toys,NOT_IN_SHOPIFY,43,300,92,2,2,171,"Wave 1 — in stock, new arrival"
2088,4002125530099,GK6086-6071 زمزميه شاليموه Stitch زهري,School,ACTIVE_UNPUBLISHED,50,1000,368,4,0,0,"Wave 3 — needs reorder, new range"
2089,4002125524099,GK6086-6071 زمزميه شاليموه Stitch بينك,School,ACTIVE_UNPUBLISHED,50,250,92,1,1,127,"Wave 1 — in stock, new arrival"
2090,2056653503003,"""Hello Baby"" Short-Sleeved T-Shirt",Clothing,NOT_IN_SHOPIFY,756,335,124,1,1,170,"Wave 2 — in stock, existing range"
2091,191726988885,SQVA01655-Jazwares Squishmallows - Core: Seasonal Squad - the Purple Girly Goth Wolf Yoshimi (7.5 Inch),Toys,ACTIVE_UNPUBLISHED,109,1190,365,2,0,0,"Wave 3 — needs reorder, new range"
2092,1071424200099,[1071424200099] Kids Medium Gift Bag - Multicolor,Various,NOT_IN_SHOPIFY,447,356,123,9,2,42,"Wave 2 — in stock, existing range"
2093,4000191489099,Hair Accessories - Stitch,Various,NOT_IN_SHOPIFY,169,246,123,3,6,186,"Wave 2 — in stock, existing range"
2094,5900511133189,[10331-13318] Puzzle 200 Pieces x2,Toys (Consignment),NOT_IN_SHOPIFY,330,585,123,1,3,1170,"Wave 2 — in stock, existing range"
2095,1003910297008,110200 Boxer,Clothing,NOT_IN_SHOPIFY,691,688,123,4,11,1373,"Wave 2 — in stock, existing range"
2096,1071476156099,[10714-1213] Birthday Party Confetti Cannon 40cm,Various,NOT_IN_SHOPIFY,314,280,123,7,30,525,"Wave 2 — in stock, existing range"
2097,1023856993010,0662 Boxer Shorts Pack Of 2,Clothing,ACTIVE_UNPUBLISHED,755,525,123,3,13,1463,"Wave 2 — in stock, existing range"
2098,4894680030138,X-Shot Skins Flux (8 Darts) Poppy Playtime S1,Toys,NOT_IN_SHOPIFY,751,1050,123,2,2,798,"Wave 2 — in stock, existing range"
2099,1052898328099,2991-15-inch Trolley bag - Purple/Purple - F-Z,School,ACTIVE_UNPUBLISHED,34,2045,364,1,0,0,"Wave 3 — needs reorder, new range"
2100,1052898335099,2991-15-inch Trolley bag - Fuchsia/Purple - Unicorn,School,ACTIVE_UNPUBLISHED,34,2045,364,1,0,0,"Wave 3 — needs reorder, new range"
2101,1052898342099,2991-15-inch Trolley bag - Maroon/Navy - B-M S-M,School,ACTIVE_UNPUBLISHED,34,2045,364,1,0,0,"Wave 3 — needs reorder, new range"
2102,1052898341099,2991-15-inch Trolley bag - Turquoise/Navy - Astronaut,School,ACTIVE_UNPUBLISHED,34,2045,364,1,0,0,"Wave 3 — needs reorder, new range"
2103,1052898330099,2991-15-inch Trolley bag - Pink/Purple - P-R,School,NOT_IN_SHOPIFY,34,2045,364,1,0,0,"Wave 3 — needs reorder, new range"
2104,1052898331099,2991-15-inch Trolley bag - Purple/Purple - P-R,School,NOT_IN_SHOPIFY,34,2045,364,1,0,0,"Wave 3 — needs reorder, new range"
2105,1052898338099,2991-15-inch Trolley bag - Pink/Purple - Raya,School,ACTIVE_UNPUBLISHED,34,2045,364,1,0,0,"Wave 3 — needs reorder, new range"
2106,1003910299010,110200 Boxer,Clothing,NOT_IN_SHOPIFY,691,570,123,3,11,1448,"Wave 2 — in stock, existing range"
2107,1023856995010,0662 Boxer Shorts Pack Of 2,Clothing,ACTIVE_UNPUBLISHED,755,525,123,3,13,1465,"Wave 2 — in stock, existing range"
2108,3855548867601,[3855548867601] Tea Set Coloring Kit,Toys (Consignment),ACTIVE_UNPUBLISHED,522,1755,490,3,0,0,"Wave 4 — needs reorder, older range"
2109,4001556987099,[40015-127] Girls Zipper Barrette,Clothing,NOT_IN_SHOPIFY,341,225,122,5,6,90,"Wave 2 — in stock, existing range"
2110,4001573980099,[4001573980099] Women Acrylic Scrunchie 65-66,Various,NOT_IN_SHOPIFY,502,225,122,5,19,285,"Wave 2 — in stock, existing range"
2111,1014838785099,5008EC-31:12 5 channel R/C One click double door racing car（Body with metallic paint）3 color include battery  ,Toys (Consignment),NOT_IN_SHOPIFY,589,1758,487,1,0,0,"Wave 4 — needs reorder, older range"
2112,1052864367099,3993 18 Inches Trolley Bag - Purple Pink - F-Z,School,ACTIVE_UNPUBLISHED,400,2470,487,1,0,0,"Wave 4 — needs reorder, older range"
2113,1071798260099,"Cube-169-1 Bingo Squishy Six snack packs with PU Mixed style, with mesh bags 12 pieces",Toys,ACTIVE_UNPUBLISHED,36,1190,360,24,0,0,"Wave 3 — needs reorder, new range"
2114,1003963058002,110200 Boxer,Clothing,NOT_IN_SHOPIFY,679,450,121,3,7,779,"Wave 2 — in stock, existing range"
2115,1043672709099,N177 Girls Sunglasses,Clothing,NOT_IN_SHOPIFY,127,1100,485,4,0,0,"Wave 4 — needs reorder, older range"
2116,1043684540099,Kids Girls Sunglasses 198,Various,NOT_IN_SHOPIFY,638,275,121,1,29,3480,"Wave 2 — in stock, existing range"
2117,1043672711099,N241 Girls Sunglasses,Clothing,NOT_IN_SHOPIFY,127,275,121,1,25,3000,"Wave 2 — in stock, existing range"
2118,1043678543099,N182 Girls Sunglasses,Clothing,NOT_IN_SHOPIFY,453,275,121,1,31,3720,"Wave 2 — in stock, existing range"
2119,1014858509099,[1014858509099] Metal Pullback Sports Car Display Stand Rolls Royce - White & Gold,Toys (Consignment),NOT_IN_SHOPIFY,528,1748,485,1,0,0,"Wave 4 — needs reorder, older range"
2120,4001513128099,[4001513128099] Toddler Girls Hair Elastic,Various,NOT_IN_SHOPIFY,215,220,121,4,6,108,"Wave 2 — in stock, existing range"
2121,1054490853009,9018 Romper,Clothing,NOT_IN_SHOPIFY,98,492,90,1,4,1368,"Wave 1 — in stock, new arrival"
2122,1054490849009,9018 Romper,Clothing,NOT_IN_SHOPIFY,98,492,90,1,3,1026,"Wave 1 — in stock, new arrival"
2123,1054490850099,9018 Romper,Clothing,NOT_IN_SHOPIFY,98,492,90,1,14,4788,"Wave 1 — in stock, new arrival"
2124,1054490852006,9018 Romper,Clothing,NOT_IN_SHOPIFY,98,492,90,1,2,684,"Wave 1 — in stock, new arrival"
2125,1014896763099,[1014896763099] Toy Piggy Bank - Baby Blue & Yellow,Toys (Consignment),NOT_IN_SHOPIFY,687,430,121,1,1,256,"Wave 2 — in stock, existing range"
2126,2056697007008,23886 Girls Short,Clothing,ACTIVE_UNPUBLISHED,98,1060,89,2,6,2520,"Wave 1 — in stock, new arrival"
2127,1003910295006,110200 Boxer,Clothing,NOT_IN_SHOPIFY,691,540,121,3,4,499,"Wave 2 — in stock, existing range"
2128,20036550,MAINTENANCE,Services,NOT_IN_SHOPIFY,712,550,482,1,0,0,"Wave 4 — needs reorder, older range"
2129,1071851881010,2774 Unisex Oversize T-Shirt,Clothing,NOT_IN_SHOPIFY,517,314,121,1,10,1550,"Wave 2 — in stock, existing range"
2130,2025121159015,007-99 42CM SUPER MARIO (REMOVABLE HAT),Toys (Consignment),ACTIVE_UNPUBLISHED,64,1695,357,1,0,0,"Wave 3 — needs reorder, new range"
2131,6920251125168,[10148-678-720A] 678-720A Pretend Play Vanity Dressing Table,Toys (Consignment),ACTIVE_UNPUBLISHED,172,1735,480,1,0,0,"Wave 4 — needs reorder, older range"
2132,1033135935099,1893-49 2شخصيه لاعيب كورة  + كأس العالم,Toys (Consignment),ACTIVE_UNPUBLISHED,106,1690,356,2,0,0,"Wave 3 — needs reorder, new range"
2133,2073683648099,ZT-SL305 Children's tricycle four in one stroller,Toys (Consignment),ACTIVE_UNPUBLISHED,18,2000,354,1,0,0,"Wave 3 — needs reorder, new range"
2134,1023844815008,[1023844816010] Boys Cotton Half-Sleeve Undershirt - White ,Clothing,ACTIVE_UNPUBLISHED,725,480,119,6,114,5732,"Wave 2 — in stock, existing range"
2135,6959912887482,"18""BIRTHDAY BALLOON,MIX 3 DESIGNS,EACH DESIGNS 400PCS",Toys,DRAFT,8,115,88,1,51,638,"Wave 1 — in stock, new arrival"
2136,6952212921120,"18""BIRTHDAY BALLOON,MIX 3 DESIGNS,EACH DESIGNS 400PCS",Toys,DRAFT,8,115,88,1,51,638,"Wave 1 — in stock, new arrival"
2137,4000169633099,421 buckle,Clothing,NOT_IN_SHOPIFY,76,160,88,2,1,26,"Wave 1 — in stock, new arrival"
2138,4000175982099,334 Bow Hair Clip & Hair Elastic,Clothing,NOT_IN_SHOPIFY,183,220,119,4,36,666,"Wave 2 — in stock, existing range"
2139,1071496589099,100-104 80سم جامبو M-i,Toys,NOT_IN_SHOPIFY,63,1200,352,2,0,0,"Wave 3 — needs reorder, new range"
2140,1071493684099,[10714-H292-2] H292-2 H-B-D Sash Headband - Silver,Party,NOT_IN_SHOPIFY,137,375,119,5,10,420,"Wave 2 — in stock, existing range"
2141,6937645536219,3621   BLOCKS/613PCS  COGO,Toys (Consignment),NOT_IN_SHOPIFY,655,2680,475,2,0,0,"Wave 4 — needs reorder, older range"
2142,6921498151804,WY290A Airport Ladder Truck with Sound & Light 1:16,Toys (Consignment),NOT_IN_SHOPIFY,680,765,119,1,4,2210,"Wave 2 — in stock, existing range"
2143,1073734603099,272 Pajama,Clothing,NOT_IN_SHOPIFY,102,450,88,2,8,1228,"Wave 1 — in stock, new arrival"
2144,1073705653099,992 Pajama,Clothing,NOT_IN_SHOPIFY,92,450,88,2,2,307,"Wave 1 — in stock, new arrival"
2145,1073734604003,272 Pajama,Clothing,NOT_IN_SHOPIFY,102,450,88,2,10,1535,"Wave 1 — in stock, new arrival"
2146,2025090100780,3214B B/O BLUE MICROWAVE OVEN,Toys (Consignment),ACTIVE_UNPUBLISHED,231,477,118,1,2,600,"Wave 2 — in stock, existing range"
2147,8364217982799,[20036-116/12] 12-Inch Princess Bicycle 116/12,Toys (Consignment),NOT_IN_SHOPIFY,179,2950,474,1,0,0,"Wave 4 — needs reorder, older range"
2148,6222046300369,A-2M 4-Wheel Skates - Purple & White - Size Medium + Training Cones,Toys,NOT_IN_SHOPIFY,519,1349,473,1,0,0,"Wave 4 — needs reorder, older range"
2149,1003963063012,110200 Boxer,Clothing,NOT_IN_SHOPIFY,679,564,118,3,4,553,"Wave 2 — in stock, existing range"
2150,1054454744099,7515 Baby Duvet,Clothing,ACTIVE_UNPUBLISHED,37,1080,349,1,0,0,"Wave 3 — needs reorder, new range"
2151,1071413289099,[1071413289099] Stitch Plush Jumbo,Various,ACTIVE_UNPUBLISHED,264,1600,470,1,0,0,"Wave 4 — needs reorder, older range"
2152,1023810774004,0664 Boxer Shorts Pack Of 2,Clothing,NOT_IN_SHOPIFY,756,465,117,3,1,97,"Wave 2 — in stock, existing range"
2153,1023810776008,0664 Boxer Shorts Pack Of 2,Clothing,NOT_IN_SHOPIFY,756,465,117,3,8,775,"Wave 2 — in stock, existing range"
2154,6920251125267,[10148-6014] 6014 Baby Silicone Toy 6 Pieces,Toys (Consignment),ACTIVE_UNPUBLISHED,172,1690,469,2,0,0,"Wave 4 — needs reorder, older range"
2155,1067896592099,B-602  Baby Potty Training Seat P-O,Baby Essentials,ACTIVE_UNPUBLISHED,60,998,345,2,0,0,"Wave 3 — needs reorder, new range"
2156,1067896591099,B-602  Baby Potty Training Seat M-I,Baby Essentials,ACTIVE_UNPUBLISHED,60,998,345,2,0,0,"Wave 3 — needs reorder, new range"
2157,4002148529099,نيم كارت بالحبل أخضر  TO&JR,Various,ACTIVE_UNPUBLISHED,52,793,345,16,0,0,"Wave 3 — needs reorder, new range"
2158,6920241282048,[6920241282048] 88100 Pottery Wheel Machine with Charger,Toys (Consignment),ACTIVE_UNPUBLISHED,528,1680,465,2,0,0,"Wave 4 — needs reorder, older range"
2159,4000185348099,620 - Girls Assorted Medium Pouch,Various,NOT_IN_SHOPIFY,176,235,116,1,1,90,"Wave 2 — in stock, existing range"
2160,4000785678099,6657B سجاده بيبي بيانو ك OWL,Toys,ACTIVE_UNPUBLISHED,60,1190,344,1,0,0,"Wave 3 — needs reorder, new range"
2161,4001556098099,[40015-40] Girls Hair Clip,Clothing,NOT_IN_SHOPIFY,225,218,116,3,22,550,"Wave 2 — in stock, existing range"
2162,1071471048099,201-20 بوكس هدايا قلب لامع ص رقم 1,Toys,NOT_IN_SHOPIFY,60,280,86,2,1,80,"Wave 1 — in stock, new arrival"
2163,1003910270009,110200 Boxer,Clothing,NOT_IN_SHOPIFY,691,570,115,3,6,790,"Wave 2 — in stock, existing range"
2164,4895038545885,009019 Talking Activity Book,Toys,ACTIVE_UNPUBLISHED,756,1590,460,1,0,0,"Wave 4 — needs reorder, older range"
2165,4000715747099,[40007-YT601] YT601 Baby Piano Play Mat ZOO - Pink,Toys,ACTIVE_UNPUBLISHED,403,1300,460,2,0,0,"Wave 4 — needs reorder, older range"
2166,202512115984,111-376F تراك بلو,Toys (Consignment),ACTIVE_UNPUBLISHED,43,1500,341,2,0,0,"Wave 3 — needs reorder, new range"
2167,681070114776,1617818-Get Well Bear With Heart,Toys,NOT_IN_SHOPIFY,616,177,115,1,1,41,"Wave 2 — in stock, existing range"
2168,1043615614099,1509 Clip - Tic Tac,Various,NOT_IN_SHOPIFY,113,165,85,3,15,300,"Wave 1 — in stock, new arrival"
2169,1043615622099,1406 Hair stick,Various,NOT_IN_SHOPIFY,113,165,85,3,3,60,"Wave 1 — in stock, new arrival"
2170,4001537627099,[4001537627099] Kids Glitter Scrunchie 1080 - Size 9,Various,NOT_IN_SHOPIFY,421,210,114,7,8,80,"Wave 2 — in stock, existing range"
2171,6223007170902,"RG-1117-3R/Power Superb Adjustable Roller Skate Shoes 2-Rows 4-Wheels (Large, Red)",Toys,ACTIVE_UNPUBLISHED,751,1299,456,1,0,0,"Wave 4 — needs reorder, older range"
2172,2071552742099,SL002D/عربيه ريموت ديناصور RC,Toys (Consignment),ACTIVE_UNPUBLISHED,32,1900,337,1,0,0,"Wave 3 — needs reorder, new range"
2173,8005125172627,17262CHARLIE CAGNOLINO TRAINABILE ,Toys (Consignment),ACTIVE_UNPUBLISHED,237,2000,454,1,0,0,"Wave 4 — needs reorder, older range"
2174,6223012633194,393-3194 سوبر كيدز معجون اسنان بنكهه التوت 50 جرام,Baby Essentials,ACTIVE_UNPUBLISHED,6,300,84,5,49,1755,"Wave 1 — in stock, new arrival"
2175,4000190351099,71 Tic Tac Rose,Clothing,ACTIVE_UNPUBLISHED,377,200,114,2,5,155,"Wave 2 — in stock, existing range"
2176,1071417404099,[10714-499] Shams & Amar Party Supplies,Various,NOT_IN_SHOPIFY,347,300,113,15,39,390,"Wave 2 — in stock, existing range"
